ID,component,defect
e8b70c58-3384-475c-bd07-9f9a6fc7905c,defect,Drummy
e8b70c58-3384-475c-bd07-9f9a6fc7905c,component,Circular Connection
fa12f96e-7008-4e0e-939f-da4a4339de32,defect,Drummy
fa12f96e-7008-4e0e-939f-da4a4339de32,component,Circular Connection
733d7f0e-f17d-4912-bf87-3228a02e63d7,defect,Drummy
733d7f0e-f17d-4912-bf87-3228a02e63d7,component,Circular Connection
39c75c7f-e343-463d-a49d-14b802d9d0cc,defect,Drummy
39c75c7f-e343-463d-a49d-14b802d9d0cc,component,Circular Connection
a91c2e89-2b7e-4794-bac3-0227d3fbe3ed,defect,Drummy
a91c2e89-2b7e-4794-bac3-0227d3fbe3ed,component,Circular Connection
35324cf5-533b-45bc-8f75-2a497755f843,defect,Drummy
35324cf5-533b-45bc-8f75-2a497755f843,component,Circular Connection
efed3714-485d-48cd-be95-3197697b4120,defect,Drummy
efed3714-485d-48cd-be95-3197697b4120,component,Circular Connection
3eb06cab-bbb4-4190-9a4d-06a2b507ebc9,defect,Drummy
3eb06cab-bbb4-4190-9a4d-06a2b507ebc9,component,Circular Connection
c6c0bf93-1dab-4ca7-a656-cdc898aa9388,defect,Drummy
c6c0bf93-1dab-4ca7-a656-cdc898aa9388,component,Circular Connection
8621aba3-c53d-4d7f-a98c-2820f00eb4c6,defect,Drummy
8621aba3-c53d-4d7f-a98c-2820f00eb4c6,component,Circular Connection
eb773e17-911d-4584-8246-2ea5e1bc165b,defect,Drummy
eb773e17-911d-4584-8246-2ea5e1bc165b,component,Circular Connection
72578c1e-a434-42f1-8b9d-b06e82958686,defect,Drummy
72578c1e-a434-42f1-8b9d-b06e82958686,component,Circular Connection
3f4824c6-9230-4ed1-bc5a-d7c112cd0266,defect,Drummy
3f4824c6-9230-4ed1-bc5a-d7c112cd0266,component,Circular Connection
f1baa492-4ea9-4419-8c5e-f30e1791f3cd,defect,Drummy
f1baa492-4ea9-4419-8c5e-f30e1791f3cd,component,Circular Connection
437aaf00-59a7-4921-ab5e-6237654b5aba,defect,Drummy
437aaf00-59a7-4921-ab5e-6237654b5aba,component,Circular Connection
61f8e10a-b4ce-4540-9a32-c4ec9e424992,defect,Drummy
61f8e10a-b4ce-4540-9a32-c4ec9e424992,component,Circular Connection
dd1ee598-ca6c-46e7-9e2a-46eb63adebb0,defect,Drummy
dd1ee598-ca6c-46e7-9e2a-46eb63adebb0,component,Circular Connection
1f4d22c1-7e1b-4541-8efa-3a952cd7b2e4,defect,Drummy
1f4d22c1-7e1b-4541-8efa-3a952cd7b2e4,component,Circular Connection
b38b8d88-d754-44c2-902e-b0357a65b2e5,defect,Drummy
b38b8d88-d754-44c2-902e-b0357a65b2e5,component,Circular Connection
4489f1b6-5e22-40c3-b5eb-80612282e961,defect,Drummy
4489f1b6-5e22-40c3-b5eb-80612282e961,component,Circular Connection
4227011d-2bb2-4761-89a4-fa8d5f518090,defect,Drummy
4227011d-2bb2-4761-89a4-fa8d5f518090,component,Circular Connection
37435227-00c6-4a5c-98d7-dca7b8abb833,defect,Drummy
37435227-00c6-4a5c-98d7-dca7b8abb833,component,Circular Connection
54b92c2e-c89d-443f-9255-4ab0187c5ebb,defect,Drummy
54b92c2e-c89d-443f-9255-4ab0187c5ebb,component,Circular Connection
0ac097b8-fce0-40d9-bb3c-fbc1b0e21e56,defect,Drummy
0ac097b8-fce0-40d9-bb3c-fbc1b0e21e56,component,Circular Connection
90d6cccf-53b1-4f7c-81ed-bcd27c04188d,defect,Drummy
90d6cccf-53b1-4f7c-81ed-bcd27c04188d,component,Circular Connection
9ee2f83e-6a9b-4d0b-a92c-09b38d57da69,defect,Drummy
9ee2f83e-6a9b-4d0b-a92c-09b38d57da69,component,Circular Connection
09c88350-0489-43b1-9daf-8bd7b96cebe9,defect,Drummy
09c88350-0489-43b1-9daf-8bd7b96cebe9,component,Circular Connection
c0d0e85f-4974-440d-be94-25edad77d46f,defect,Drummy
c0d0e85f-4974-440d-be94-25edad77d46f,component,Circular Connection
4925e19f-6bd7-49f3-84d8-a7f0090580a8,defect,Drummy
4925e19f-6bd7-49f3-84d8-a7f0090580a8,component,Circular Connection
95d2eec5-d0cd-4990-856f-30ec95e3aaee,defect,Drummy
95d2eec5-d0cd-4990-856f-30ec95e3aaee,component,Circular Connection
8f9cc230-cd00-428e-a5a3-a2b33815ff22,defect,Drummy
8f9cc230-cd00-428e-a5a3-a2b33815ff22,component,Circular Connection
25214c4f-6488-4d7f-912c-fc1cd8ecba84,defect,Drummy
25214c4f-6488-4d7f-912c-fc1cd8ecba84,component,Circular Connection
928e447d-c1ef-4064-b40d-a600f9faca37,defect,Drummy
928e447d-c1ef-4064-b40d-a600f9faca37,component,Circular Connection
ca2f2952-48c8-4cee-8be0-c49df73f8f93,defect,Drummy
ca2f2952-48c8-4cee-8be0-c49df73f8f93,component,Circular Connection
992405c1-9f0e-48be-b0d7-8b2244a9837f,defect,Drummy
992405c1-9f0e-48be-b0d7-8b2244a9837f,component,Circular Connection
6d80502e-12b1-4f8a-8441-8c1eba424122,defect,Drummy
6d80502e-12b1-4f8a-8441-8c1eba424122,component,Circular Connection
2a1e1119-b02f-45ee-8425-e8a8ea611ea9,defect,Drummy
2a1e1119-b02f-45ee-8425-e8a8ea611ea9,component,Circular Connection
dee4e6f0-2190-4e36-bb7f-a1757bcf1146,defect,Drummy
dee4e6f0-2190-4e36-bb7f-a1757bcf1146,component,Circular Connection
5a0d33ac-15b9-405a-883d-b2dcf03cfdd6,defect,Drummy
5a0d33ac-15b9-405a-883d-b2dcf03cfdd6,component,Circular Connection
bf89464b-53dd-4342-afd7-9e73d3678f75,defect,Drummy
bf89464b-53dd-4342-afd7-9e73d3678f75,component,Circular Connection
7d8a1496-53aa-4ec1-a779-7b882953e557,defect,Drummy
7d8a1496-53aa-4ec1-a779-7b882953e557,component,Circular Connection
c51acd90-8cdb-44ac-82d5-f9efcb45b852,defect,Drummy
c51acd90-8cdb-44ac-82d5-f9efcb45b852,component,Circular Connection
6217cda1-a106-441b-802c-b9c66904bd85,defect,Drummy
6217cda1-a106-441b-802c-b9c66904bd85,component,Circular Connection
6c7e43fc-a773-4c31-9098-86d80fbe1d22,defect,Drummy
6c7e43fc-a773-4c31-9098-86d80fbe1d22,component,Circular Connection
e3868547-08d6-4e51-b943-4f854136d9b7,defect,Drummy
e3868547-08d6-4e51-b943-4f854136d9b7,component,Circular Connection
9c3006dc-cbf9-455f-910e-b8ad360a6af4,defect,Drummy
9c3006dc-cbf9-455f-910e-b8ad360a6af4,component,Circular Connection
4b36a334-4c0f-4a67-919f-c3b068d18684,defect,Drummy
4b36a334-4c0f-4a67-919f-c3b068d18684,component,Circular Connection
c723a838-e2fd-4c4e-8de7-5dbc55379107,defect,Drummy
c723a838-e2fd-4c4e-8de7-5dbc55379107,component,Circular Connection
395eceab-08c5-4c2a-a7a1-7d4ba53832a9,defect,Drummy
395eceab-08c5-4c2a-a7a1-7d4ba53832a9,component,Circular Connection
f62cceb9-74f6-4441-80c1-507a7a09215f,defect,Drummy
f62cceb9-74f6-4441-80c1-507a7a09215f,component,Circular Connection
37e47209-468f-4b87-9cb6-de8d4320d84d,defect,Drummy
37e47209-468f-4b87-9cb6-de8d4320d84d,component,Circular Connection
3b248b83-03f5-4872-9a87-45f418f0c28e,defect,Drummy
3b248b83-03f5-4872-9a87-45f418f0c28e,component,Circular Connection
fd0c99fb-782f-4786-be49-730154276f85,defect,Drummy
fd0c99fb-782f-4786-be49-730154276f85,component,Circular Connection
13973486-4636-47c4-acb2-72b42f808f17,defect,Drummy
13973486-4636-47c4-acb2-72b42f808f17,component,Circular Connection
816ff37d-7fc8-448b-9419-64e825b8c36c,defect,Drummy
816ff37d-7fc8-448b-9419-64e825b8c36c,component,Circular Connection
ca1158b6-a85a-400b-af51-594bf6f5ddec,defect,Drummy
ca1158b6-a85a-400b-af51-594bf6f5ddec,component,Circular Connection
1492c916-d1ca-44d4-b434-04fdffa94fee,defect,Drummy
1492c916-d1ca-44d4-b434-04fdffa94fee,component,Circular Connection
63f0fe2f-1ccc-4714-978d-46a13eb692b5,defect,Drummy
63f0fe2f-1ccc-4714-978d-46a13eb692b5,component,Circular Connection
97cb5d09-a05b-449e-9f21-bb5e5dcd95f8,defect,Drummy
97cb5d09-a05b-449e-9f21-bb5e5dcd95f8,component,Circular Connection
5f739f4d-ccd1-40c2-99f0-5ea3a81fa07f,defect,Drummy
5f739f4d-ccd1-40c2-99f0-5ea3a81fa07f,component,Circular Connection
19957fec-eb50-4ab0-803b-70d371148e85,defect,Drummy
19957fec-eb50-4ab0-803b-70d371148e85,component,Circular Connection
bac7e518-1760-403b-9171-5c880077dae7,defect,Drummy
bac7e518-1760-403b-9171-5c880077dae7,component,Circular Connection
2a1bca95-30c8-4f43-b522-50e2293a9991,defect,Drummy
2a1bca95-30c8-4f43-b522-50e2293a9991,component,Circular Connection
991dbbaf-20d4-42ac-8e85-bee0a9b53ccc,defect,Drummy
991dbbaf-20d4-42ac-8e85-bee0a9b53ccc,component,Circular Connection
1be9e79c-341e-4350-be83-e8a1d34cee6f,defect,Drummy
1be9e79c-341e-4350-be83-e8a1d34cee6f,component,Circular Connection
e3ee61ee-f5ce-40af-9ced-622114691a95,defect,Drummy
e3ee61ee-f5ce-40af-9ced-622114691a95,component,Circular Connection
44571ab9-1e4a-43e9-86ab-d9e283b801c7,defect,Drummy
44571ab9-1e4a-43e9-86ab-d9e283b801c7,component,Circular Connection
1d6f2ca6-2c1a-4862-aaba-d02ae5e29a57,defect,Drummy
1d6f2ca6-2c1a-4862-aaba-d02ae5e29a57,component,Circular Connection
93d4aea9-74f3-4ee3-92ce-f8e09ed0ddc5,defect,Drummy
93d4aea9-74f3-4ee3-92ce-f8e09ed0ddc5,component,Circular Connection
00df35d7-52d3-4b46-a320-cf121ff51c0a,defect,Drummy
00df35d7-52d3-4b46-a320-cf121ff51c0a,component,Circular Connection
0a851444-0405-47aa-9f1c-d9b7a1b16331,defect,Drummy
0a851444-0405-47aa-9f1c-d9b7a1b16331,component,Circular Connection
6544d15c-5919-4912-a051-19b074b7c11a,defect,Drummy
6544d15c-5919-4912-a051-19b074b7c11a,component,Circular Connection
a751eb4a-4806-4d10-9dfc-2eb62d66c0a6,defect,Drummy
a751eb4a-4806-4d10-9dfc-2eb62d66c0a6,component,Circular Connection
b4a90a6e-7fbf-4478-ab18-67b0bce93cc1,defect,Drummy
b4a90a6e-7fbf-4478-ab18-67b0bce93cc1,component,Circular Connection
e6e3f089-4258-4c22-849e-b62a835b218a,defect,Drummy
e6e3f089-4258-4c22-849e-b62a835b218a,component,Circular Connection
ef860512-228d-4ce4-945b-d3b6879be7cf,defect,Drummy
ef860512-228d-4ce4-945b-d3b6879be7cf,component,Circular Connection
30c08779-f9c3-4b08-8fd2-b4ad9154b58f,defect,Drummy
30c08779-f9c3-4b08-8fd2-b4ad9154b58f,component,Circular Connection
4667f383-d751-4408-8688-aaf16ba17db8,defect,Drummy
4667f383-d751-4408-8688-aaf16ba17db8,component,Circular Connection
4e232012-a245-41dc-abde-816db007e84c,defect,Drummy
4e232012-a245-41dc-abde-816db007e84c,component,Circular Connection
9536c71a-e886-4005-bfcf-413f9a59a21c,defect,Drummy
9536c71a-e886-4005-bfcf-413f9a59a21c,component,Circular Connection
fab8c4c6-f292-48a2-9280-f7d43feb14f2,defect,Drummy
fab8c4c6-f292-48a2-9280-f7d43feb14f2,component,Circular Connection
ce83c599-9c7a-4daf-8b4a-6bd3292fa9f2,defect,Drummy
ce83c599-9c7a-4daf-8b4a-6bd3292fa9f2,component,Circular Connection
52c1b06f-50f2-4f4b-9d56-1bc6e8f2d467,defect,Drummy
52c1b06f-50f2-4f4b-9d56-1bc6e8f2d467,component,Circular Connection
55732382-2ac4-4b73-ba55-c75d54fbd9be,defect,Drummy
55732382-2ac4-4b73-ba55-c75d54fbd9be,component,Circular Connection
1d5acdac-c463-4fdb-b623-854b1bade972,defect,Drummy
1d5acdac-c463-4fdb-b623-854b1bade972,component,Circular Connection
a0919fdd-f25e-47f1-8a72-105924131508,defect,Drummy
a0919fdd-f25e-47f1-8a72-105924131508,component,Circular Connection
ec4a2410-8321-47f4-b05f-abfbe7722594,defect,Drummy
ec4a2410-8321-47f4-b05f-abfbe7722594,component,Circular Connection
d60b99bb-010b-468c-af02-ab7dea3bed49,defect,Drummy
d60b99bb-010b-468c-af02-ab7dea3bed49,component,Circular Connection
a203e157-ba6b-4d45-afed-8f14638059a8,defect,Drummy
a203e157-ba6b-4d45-afed-8f14638059a8,component,Circular Connection
d2536ef8-c62c-4d4c-b80f-bfc49b44a200,defect,Drummy
d2536ef8-c62c-4d4c-b80f-bfc49b44a200,component,Circular Connection
cdfdc305-ab6b-4ede-868a-60aad435d9af,defect,Drummy
cdfdc305-ab6b-4ede-868a-60aad435d9af,component,Circular Connection
68575715-87c2-4638-a83d-8b52e2e392e8,defect,Drummy
68575715-87c2-4638-a83d-8b52e2e392e8,component,Circular Connection
116b8420-fe54-413e-9088-1dd44882cb8e,defect,Drummy
116b8420-fe54-413e-9088-1dd44882cb8e,component,Circular Connection
bc4aab33-d441-4abe-aada-2e42fb3f9249,defect,Drummy
bc4aab33-d441-4abe-aada-2e42fb3f9249,component,Circular Connection
1f23edc5-5b00-4947-8bd5-0458bfc94828,defect,Drummy
1f23edc5-5b00-4947-8bd5-0458bfc94828,component,Circular Connection
987c3857-cc0e-4547-a358-e91e02be1be2,defect,Drummy
987c3857-cc0e-4547-a358-e91e02be1be2,component,Circular Connection
d42f1244-6a65-4154-ae2a-ee8432164359,defect,Drummy
d42f1244-6a65-4154-ae2a-ee8432164359,component,Circular Connection
25ef8950-f57a-4cf3-a36f-6e40b3798b7b,defect,Drummy
25ef8950-f57a-4cf3-a36f-6e40b3798b7b,component,Circular Connection
88bf9dd6-df90-455d-ba50-d6487d189215,defect,Drummy
88bf9dd6-df90-455d-ba50-d6487d189215,component,Circular Connection
03f5265d-3c38-405c-8804-25ae77078c02,defect,Drummy
03f5265d-3c38-405c-8804-25ae77078c02,component,Circular Connection
774d75a6-c75e-4314-9464-55f5c8683f9c,defect,Drummy
774d75a6-c75e-4314-9464-55f5c8683f9c,component,Circular Connection
a7623cf3-a818-4ba3-9729-c83f4b995fca,defect,Drummy
a7623cf3-a818-4ba3-9729-c83f4b995fca,component,Circular Connection
e98ad8fb-d683-4ab3-9a31-655be11b6e92,defect,Drummy
e98ad8fb-d683-4ab3-9a31-655be11b6e92,component,Circular Connection
3a088623-79e3-4fa7-9cc9-5222421259ed,defect,Drummy
3a088623-79e3-4fa7-9cc9-5222421259ed,component,Circular Connection
50ec3db5-50a5-435c-9ddd-809de33368ef,defect,Drummy
50ec3db5-50a5-435c-9ddd-809de33368ef,component,Circular Connection
4aec5e72-a34f-413f-8a1d-a0284df8909a,defect,Drummy
4aec5e72-a34f-413f-8a1d-a0284df8909a,component,Circular Connection
2c698a95-4119-4b78-a227-c0f8f593ca68,defect,Drummy
2c698a95-4119-4b78-a227-c0f8f593ca68,component,Circular Connection
3befeffd-8f46-461b-887f-f1c588902788,defect,Drummy
3befeffd-8f46-461b-887f-f1c588902788,component,Circular Connection
811cd346-4055-4705-adf2-c1fcad411029,defect,Drummy
811cd346-4055-4705-adf2-c1fcad411029,component,Circular Connection
8b9e309c-a5c0-4b8c-8edd-3df7a913082d,defect,Drummy
8b9e309c-a5c0-4b8c-8edd-3df7a913082d,component,Circular Connection
3b0b2cca-9ff3-4f90-b72c-2024138df82b,defect,Drummy
3b0b2cca-9ff3-4f90-b72c-2024138df82b,component,Circular Connection
e51ee7b1-9a07-471a-883e-721a55e901b2,defect,Drummy
e51ee7b1-9a07-471a-883e-721a55e901b2,component,Circular Connection
6004a0b3-9b13-49e6-bf1e-67d276920298,defect,Drummy
6004a0b3-9b13-49e6-bf1e-67d276920298,component,Circular Connection
30f7d58e-aa62-447d-8a69-d8db0a3e01bf,defect,Drummy
30f7d58e-aa62-447d-8a69-d8db0a3e01bf,component,Circular Connection
9580c2dc-2ee0-445e-8f63-5b1d7d714827,defect,Drummy
9580c2dc-2ee0-445e-8f63-5b1d7d714827,component,Circular Connection
edb2750d-f952-4e88-847f-69c3aa0e7d1e,defect,Drummy
edb2750d-f952-4e88-847f-69c3aa0e7d1e,component,Circular Connection
794f2174-5dce-4845-a661-8a3b669456c7,defect,Drummy
794f2174-5dce-4845-a661-8a3b669456c7,component,Circular Connection
7749cf9c-64fc-49ad-ae67-63ebb3ad832a,defect,Drummy
7749cf9c-64fc-49ad-ae67-63ebb3ad832a,component,Circular Connection
cf7eb6b8-4152-4fe7-825f-e23c2a9ec1ae,defect,Drummy
cf7eb6b8-4152-4fe7-825f-e23c2a9ec1ae,component,Circular Connection
3709aa29-c6b2-4784-a2d7-59be6cd3da8f,defect,Drummy
3709aa29-c6b2-4784-a2d7-59be6cd3da8f,component,Circular Connection
f21274be-718f-49f9-a5fe-427b202013aa,defect,Drummy
f21274be-718f-49f9-a5fe-427b202013aa,component,Circular Connection
c072960c-d5b6-4946-b2fc-121f22331bf1,defect,Drummy
c072960c-d5b6-4946-b2fc-121f22331bf1,component,Circular Connection
17f9c226-521b-4ea5-a115-6804015b81b3,defect,Drummy
17f9c226-521b-4ea5-a115-6804015b81b3,component,Circular Connection
2885fa2a-1f67-400f-b05f-770a7380bdeb,defect,Drummy
2885fa2a-1f67-400f-b05f-770a7380bdeb,component,Circular Connection
b3166f01-856d-4f79-b3a0-3d621ca1059d,defect,Drummy
b3166f01-856d-4f79-b3a0-3d621ca1059d,component,Circular Connection
86290822-4100-4e2c-9fda-6d61f426bfd5,defect,Drummy
86290822-4100-4e2c-9fda-6d61f426bfd5,component,Circular Connection
3a7c567a-6888-443c-9deb-1d49a2c25080,defect,Drummy
3a7c567a-6888-443c-9deb-1d49a2c25080,component,Circular Connection
4abb0ea8-e087-4a13-a6d0-fb995b791c18,defect,Drummy
4abb0ea8-e087-4a13-a6d0-fb995b791c18,component,Circular Connection
71eb524a-f415-4c86-9865-83c2cc09a8b9,defect,Drummy
71eb524a-f415-4c86-9865-83c2cc09a8b9,component,Circular Connection
d7e61fcd-086d-4162-9237-e96f93ecf830,defect,Drummy
d7e61fcd-086d-4162-9237-e96f93ecf830,component,Circular Connection
e713080f-5526-41fc-b428-afbe6d11afe5,defect,Drummy
e713080f-5526-41fc-b428-afbe6d11afe5,component,Circular Connection
4416ac2c-204a-4647-814a-b49d7d541527,defect,Drummy
4416ac2c-204a-4647-814a-b49d7d541527,component,Circular Connection
146dda34-4b2d-456e-866d-ad81b29bdf62,defect,Drummy
146dda34-4b2d-456e-866d-ad81b29bdf62,component,Circular Connection
a92ce984-8481-4170-9f48-96c6a537da26,defect,Drummy
a92ce984-8481-4170-9f48-96c6a537da26,component,Circular Connection
2985edae-a663-437e-b1af-2b2f93534bb7,defect,Drummy
2985edae-a663-437e-b1af-2b2f93534bb7,component,Circular Connection
84d01511-80fd-40e0-a76b-d301f147ffc3,defect,Drummy
84d01511-80fd-40e0-a76b-d301f147ffc3,component,Circular Connection
6bc5f13a-ec50-4e95-91d8-137cdc591e67,defect,Drummy
6bc5f13a-ec50-4e95-91d8-137cdc591e67,component,Circular Connection
49c1cd07-1e28-4c9a-8299-b2426ffad17a,defect,Drummy
49c1cd07-1e28-4c9a-8299-b2426ffad17a,component,Circular Connection
d7f77cad-6458-40d6-94e7-f8a91a99e9a8,defect,Drummy
d7f77cad-6458-40d6-94e7-f8a91a99e9a8,component,Circular Connection
cee25812-7f2f-4576-88b9-c55b3ec14ff3,defect,Drummy
cee25812-7f2f-4576-88b9-c55b3ec14ff3,component,Circular Connection
f733e887-55e5-43b3-9b95-5608ee4e7e69,defect,Drummy
f733e887-55e5-43b3-9b95-5608ee4e7e69,component,Circular Connection
06cd1e1a-fcda-4991-95fa-837e7b66abd6,defect,Drummy
06cd1e1a-fcda-4991-95fa-837e7b66abd6,component,Circular Connection
6d6a3855-8b64-4216-a1e6-9203e6a12339,defect,Drummy
6d6a3855-8b64-4216-a1e6-9203e6a12339,component,Circular Connection
84878dcd-4da6-4c32-9f7f-63fa3d162e34,defect,Drummy
84878dcd-4da6-4c32-9f7f-63fa3d162e34,component,Circular Connection
cdf65da6-b356-431e-accb-d4ca9c11b9ec,defect,Drummy
cdf65da6-b356-431e-accb-d4ca9c11b9ec,component,Circular Connection
938bff1d-67ac-4924-b07a-4ba86338ea85,defect,Drummy
938bff1d-67ac-4924-b07a-4ba86338ea85,component,Circular Connection
effec798-4b3c-4b85-8dad-cb7b83b95e02,defect,Drummy
effec798-4b3c-4b85-8dad-cb7b83b95e02,component,Circular Connection
1b29942d-59dd-4f88-aa05-e5d877fba3c9,defect,Drummy
1b29942d-59dd-4f88-aa05-e5d877fba3c9,component,Circular Connection
2cfe3870-ee29-45e5-877c-11a971e83124,defect,Drummy
2cfe3870-ee29-45e5-877c-11a971e83124,component,Circular Connection
a0404162-1ed8-4685-ae0a-6ab3d38e9658,defect,Drummy
a0404162-1ed8-4685-ae0a-6ab3d38e9658,component,Circular Connection
5ea3ca31-817e-4a63-ad47-40b6b4a2dbef,defect,Drummy
5ea3ca31-817e-4a63-ad47-40b6b4a2dbef,component,Circular Connection
2f42e4af-4d3c-430f-aee9-c6d0fbafb9f5,defect,Drummy
2f42e4af-4d3c-430f-aee9-c6d0fbafb9f5,component,Circular Connection
aff365eb-aeb7-4f88-af9c-ce8a52ec9911,defect,Drummy
aff365eb-aeb7-4f88-af9c-ce8a52ec9911,component,Circular Connection
6c24cf14-f44e-44c1-9a5a-a18903582abe,defect,Drummy
6c24cf14-f44e-44c1-9a5a-a18903582abe,component,Circular Connection
25d031fa-97b8-4094-a5b6-654901700ec6,defect,Drummy
25d031fa-97b8-4094-a5b6-654901700ec6,component,Circular Connection
35e56719-3256-4771-8dbf-a876fdc45365,defect,Drummy
35e56719-3256-4771-8dbf-a876fdc45365,component,Circular Connection
22fc3d19-bad3-4017-a4c8-1cf800f48e11,defect,Drummy
22fc3d19-bad3-4017-a4c8-1cf800f48e11,component,Circular Connection
b3154245-8e3e-45be-a054-d6b68ab62138,defect,Drummy
b3154245-8e3e-45be-a054-d6b68ab62138,component,Circular Connection
c9a388d6-e710-49e3-9b6d-e79b86b4f159,defect,Drummy
c9a388d6-e710-49e3-9b6d-e79b86b4f159,component,Circular Connection
9af837f5-2844-4780-a4b1-9d730d66dd94,defect,Drummy
9af837f5-2844-4780-a4b1-9d730d66dd94,component,Circular Connection
e8739648-0a67-4be9-8c24-9a518780e869,defect,Drummy
e8739648-0a67-4be9-8c24-9a518780e869,component,Circular Connection
a80a909d-a624-4974-a15b-5abbc3494efe,defect,Drummy
a80a909d-a624-4974-a15b-5abbc3494efe,component,Circular Connection
28e08f56-0435-46aa-8553-45ed42ae25d8,defect,Drummy
28e08f56-0435-46aa-8553-45ed42ae25d8,component,Circular Connection
57231063-4ca6-49e1-8229-e08e4303a7ab,defect,Drummy
57231063-4ca6-49e1-8229-e08e4303a7ab,component,Circular Connection
89375cec-fb2a-4343-9167-0b88c2c71f68,defect,Drummy
89375cec-fb2a-4343-9167-0b88c2c71f68,component,Circular Connection
1dda8dba-2a34-4557-9234-14a5ffa825ad,defect,Drummy
1dda8dba-2a34-4557-9234-14a5ffa825ad,component,Circular Connection
abc07c88-a20e-4096-80f7-f4907d90b95f,defect,Drummy
abc07c88-a20e-4096-80f7-f4907d90b95f,component,Circular Connection
1f8c669d-9b6e-4afc-9251-d5315757b4dd,defect,Drummy
1f8c669d-9b6e-4afc-9251-d5315757b4dd,component,Circular Connection
864fab8b-e579-43e5-b155-fd02c4561dde,defect,Drummy
864fab8b-e579-43e5-b155-fd02c4561dde,component,Circular Connection
17275653-ec1d-4e66-9d58-6b2395259f87,defect,Drummy
17275653-ec1d-4e66-9d58-6b2395259f87,component,Circular Connection
dfd3e9cf-8dcb-42b2-9955-93f0029eae05,defect,Drummy
dfd3e9cf-8dcb-42b2-9955-93f0029eae05,component,Circular Connection
4ea18064-9bc6-4a9d-a224-70392acbb383,defect,Drummy
4ea18064-9bc6-4a9d-a224-70392acbb383,component,Circular Connection
c49bc35e-1936-41cd-99a3-fb2c130cd152,defect,Drummy
c49bc35e-1936-41cd-99a3-fb2c130cd152,component,Circular Connection
d8afd857-7f01-4f54-beef-33f180f1e0dd,defect,Drummy
d8afd857-7f01-4f54-beef-33f180f1e0dd,component,Circular Connection
567a6403-454e-4860-ad56-d42c98f8c972,defect,Drummy
567a6403-454e-4860-ad56-d42c98f8c972,component,Circular Connection
594689d4-5983-44c1-8d1c-7f6d0d07aa1e,defect,Drummy
594689d4-5983-44c1-8d1c-7f6d0d07aa1e,component,Circular Connection
1e0d5587-f077-414b-9fd7-c7cb4797c7e9,defect,Drummy
1e0d5587-f077-414b-9fd7-c7cb4797c7e9,component,Circular Connection
a678f86a-e273-4903-bac3-b50fab08c023,defect,Drummy
a678f86a-e273-4903-bac3-b50fab08c023,component,Circular Connection
8be2038d-95c8-4d8a-80e8-9fbe077f6ddc,defect,Drummy
8be2038d-95c8-4d8a-80e8-9fbe077f6ddc,component,Circular Connection
1461d16b-d7f5-40b3-bf98-d096e5957c59,defect,Drummy
1461d16b-d7f5-40b3-bf98-d096e5957c59,component,Circular Connection
1fefd952-782e-4093-b1a4-395d8d55eabb,defect,Drummy
1fefd952-782e-4093-b1a4-395d8d55eabb,component,Circular Connection
f0634912-9424-45cf-87f2-f4519ea6d0d7,defect,Drummy
f0634912-9424-45cf-87f2-f4519ea6d0d7,component,Circular Connection
a4e79f0f-a22d-432c-8aca-41b9f9b5e44e,defect,Drummy
a4e79f0f-a22d-432c-8aca-41b9f9b5e44e,component,Circular Connection
b9161e4d-aa96-47a5-b175-7a23b85150c5,defect,Drummy
b9161e4d-aa96-47a5-b175-7a23b85150c5,component,Circular Connection
fe5ee7b2-7882-4194-afdd-14d830299124,defect,Drummy
fe5ee7b2-7882-4194-afdd-14d830299124,component,Circular Connection
07d45ac5-fe10-431e-8008-6bf3cac844dd,defect,Drummy
07d45ac5-fe10-431e-8008-6bf3cac844dd,component,Circular Connection
e7936735-238d-49a7-bf47-a9ee6ae26e43,defect,Drummy
e7936735-238d-49a7-bf47-a9ee6ae26e43,component,Circular Connection
b2d77ca2-c55c-44f9-87ee-bed383c24e97,defect,Drummy
b2d77ca2-c55c-44f9-87ee-bed383c24e97,component,Circular Connection
90111df9-724b-4108-962e-df788c7c32e6,defect,Drummy
90111df9-724b-4108-962e-df788c7c32e6,component,Circular Connection
50b297bb-d31b-45e0-92a2-6a7d80d5682a,defect,Drummy
50b297bb-d31b-45e0-92a2-6a7d80d5682a,component,Circular Connection
851cf4cb-b0e6-404a-865e-c41583d71788,defect,Drummy
851cf4cb-b0e6-404a-865e-c41583d71788,component,Circular Connection
c759d1e6-5767-449f-85ab-6ae795f47275,defect,Drummy
c759d1e6-5767-449f-85ab-6ae795f47275,component,Circular Connection
b9c3f3c9-aa20-4814-b61f-5fb63c582f7a,defect,Drummy
b9c3f3c9-aa20-4814-b61f-5fb63c582f7a,component,Circular Connection
05a44d5a-3589-428e-be64-612246cb1e14,defect,Drummy
05a44d5a-3589-428e-be64-612246cb1e14,component,Circular Connection
6538084f-e434-4fca-a471-c323cb6e2401,defect,Drummy
6538084f-e434-4fca-a471-c323cb6e2401,component,Circular Connection
58d94b1d-63d8-4613-b8f5-6842a909bbac,defect,Drummy
58d94b1d-63d8-4613-b8f5-6842a909bbac,component,Circular Connection
db1f7229-58a8-4262-b6fb-941c196ddcac,defect,Drummy
db1f7229-58a8-4262-b6fb-941c196ddcac,component,Circular Connection
b062e88e-2bb2-4603-942d-9f6e10bce057,defect,Drummy
